Time,subjectID,TrialID,FittsLaw-Id,ButtonName,Target-X,Target-Y,Input-Method,GazeCoordinates-X,GazeCoordinates-Y,Previous-Target-X,Pervious-Target-Y,Cursor
140.8615,11,2,1.2,Panel-5-Target-6,0.1213989,1.974823,Head-Gaze,0.1396822,2.150586,0.1159668,1.213837,No
148.2849,11,2,1.2,Panel-5-Target-7,-0.08242798,1.264496,Head-Gaze,-0.02128426,1.532868,0.1213989,1.974823,No
156.749,11,2,1.2,Panel-5-Target-8,0.3140259,1.831757,Head-Gaze,0.2696854,1.88944,-0.08242798,1.264496,No
166.3692,11,2,1.2,Panel-5-Target-9,-0.2323303,1.448608,Head-Gaze,-0.3177328,1.664483,0.3140259,1.831757,No
170.7366,11,2,1.2,Panel-5-Target-1,0.3756104,1.577484,Head-Gaze,0.332816,1.822468,-0.2323303,1.448608,No
174.6026,11,2,1.4,Panel-8-Target-1,0.3586731,1.633179,Head-Gaze,0.1918979,1.666545,0.3756104,1.577484,No
174.8031,11,2,1.4,Panel-8-Target-1,0.3586731,1.633179,Head-Gaze,0.1918979,1.666545,0.3586731,1.633179,No
176.7021,11,2,3.8,Panel-2-Target-1,0.6600037,1.646729,Head-Gaze,0.6203152,1.655379,0.3586731,1.633179,No
181.9487,11,2,3.8,Panel-2-Target-2,-0.4997864,1.86911,Head-Gaze,-0.4874631,1.826889,0.6600037,1.646729,No
188.0346,11,2,3.8,Panel-2-Target-3,0.5172729,1.229431,Head-Gaze,0.481332,1.229363,-0.4997864,1.86911,No
190.6701,11,2,3.8,Panel-2-Target-4,-0.2371826,2.213043,Head-Gaze,-0.2000325,2.232025,0.5172729,1.229431,No
193.1364,11,2,3.8,Panel-2-Target-5,0.1668396,1.009308,Head-Gaze,0.1648377,1.042564,-0.2371826,2.213043,No
199.5052,11,2,3.8,Panel-2-Target-6,0.1616821,2.28183,Head-Gaze,0.125785,2.256311,0.1668396,1.009308,No
199.5725,11,2,3.8,Panel-2-Target-6,0.1616821,2.28183,Head-Gaze,0.125785,2.256311,0.1616821,2.28183,No
199.6386,11,2,3.8,Panel-2-Target-6,0.1616821,2.28183,Head-Gaze,0.125785,2.256311,0.1616821,2.28183,No
201.3401,11,2,3.8,Panel-2-Target-6,0.1616821,2.28183,Head-Gaze,0.125785,2.256311,0.1616821,2.28183,No
201.4548,11,2,3.8,Panel-2-Target-6,0.1616821,2.28183,Head-Gaze,0.125785,2.256311,0.1616821,2.28183,No
203.5702,11,2,3.8,Panel-2-Target-7,-0.2390137,1.084961,Head-Gaze,0.1471552,2.240145,0.1616821,2.28183,No
208.0672,11,2,3.8,Panel-2-Target-8,0.5248413,2.061707,Head-Gaze,0.5403513,2.020952,-0.2390137,1.084961,No
230.5978,11,2,3.8,Panel-2-Target-9,-0.5009766,1.428894,Head-Gaze,-0.4959969,1.468149,0.5248413,2.061707,No
233.8922,11,2,3.8,Panel-2-Target-1,0.6600037,1.646729,Head-Gaze,0.6183338,1.659516,-0.5009766,1.428894,No
233.9256,11,2,3.2,Panel-6-Target-1,0.602478,1.650604,Head-Gaze,0.5529768,1.652116,0.6600037,1.646729,No
242.4581,11,2,3.2,Panel-6-Target-2,-0.4316406,1.859253,Head-Gaze,-0.4395892,1.795061,0.602478,1.650604,No
242.5231,11,2,3.2,Panel-6-Target-2,-0.4316406,1.859253,Head-Gaze,-0.4395892,1.795061,-0.4316406,1.859253,No
247.6598,11,2,3.2,Panel-6-Target-3,0.4736328,1.270477,Head-Gaze,0.4182486,1.239797,-0.4316406,1.859253,No
259.0507,11,2,3.2,Panel-6-Target-4,-0.1978149,2.165802,Head-Gaze,-0.1576201,2.116117,0.4736328,1.270477,No
261.8,11,2,3.2,Panel-6-Target-5,0.1601868,1.072357,Head-Gaze,0.1234216,1.116582,-0.1978149,2.165802,No
267.6082,11,2,3.2,Panel-6-Target-6,0.1616821,2.237335,Head-Gaze,0.1932293,2.195261,0.1601868,1.072357,No
267.723,11,2,3.2,Panel-6-Target-6,0.1616821,2.237335,Head-Gaze,0.1932293,2.195261,0.1616821,2.237335,No
270.3322,11,2,3.2,Panel-6-Target-7,-0.1954041,1.140472,Head-Gaze,0.1932293,2.195261,0.1616821,2.237335,No
272.8748,11,2,3.2,Panel-6-Target-8,0.4815063,2.037872,Head-Gaze,0.4857799,2.073451,-0.1954041,1.140472,No
274.7022,11,2,3.2,Panel-6-Target-8,0.4815063,2.037872,Head-Gaze,0.4640335,2.076761,0.4815063,2.037872,No
277.6906,11,2,3.2,Panel-6-Target-9,-0.4361572,1.455048,Head-Gaze,0.4511939,1.996769,0.4815063,2.037872,No
280.0866,11,2,3.2,Panel-6-Target-1,0.602478,1.650604,Head-Gaze,0.6145803,1.597293,-0.4361572,1.455048,No
280.5009,11,2,3.1,Panel-9-Target-1,0.5222168,1.648773,Head-Gaze,0.6145803,1.597293,0.602478,1.650604,No
282.1509,11,2,3.1,Panel-9-Target-2,-0.3783264,1.82901,Head-Gaze,-0.4262146,1.850927,0.5222168,1.648773,No
284.6004,11,2,3.1,Panel-9-Target-3,0.4161072,1.294525,Head-Gaze,-0.358555,1.855154,-0.3783264,1.82901,No
291.1591,11,2,3.1,Panel-9-Target-4,-0.1756897,2.111481,Head-Gaze,-0.1692897,2.115741,0.4161072,1.294525,No
294.26,11,2,3.1,Panel-9-Target-5,0.1359558,1.112274,Head-Gaze,0.1322663,1.163428,-0.1756897,2.111481,No
297.6033,11,2,3.1,Panel-9-Target-6,0.1377563,2.173828,Head-Gaze,0.169745,2.162491,0.1359558,1.112274,No
307.6223,11,2,3.1,Panel-9-Target-7,-0.1720581,1.168884,Head-Gaze,-0.1908366,1.225366,0.1377563,2.173828,No
311.5913,11,2,3.1,Panel-9-Target-8,0.4212341,1.991791,Head-Gaze,0.4056095,2.048938,-0.1720581,1.168884,No
314.8766,11,2,3.1,Panel-9-Target-9,-0.3777161,1.466034,Head-Gaze,-0.3851012,1.434057,0.4212341,1.991791,No
317.5718,11,2,3.1,Panel-9-Target-1,0.5222168,1.648773,Head-Gaze,0.5373373,1.700398,-0.3777161,1.466034,No
317.6039,11,2,2.5,Panel-7-Target-1,0.582489,1.626312,Head-Gaze,0.5373373,1.700398,0.5222168,1.648773,No
324.079,11,2,2.5,Panel-7-Target-2,-0.4428406,1.828094,Head-Gaze,-0.3400747,1.829099,0.582489,1.626312,No
327.8998,11,2,2.5,Panel-7-Target-3,0.460022,1.250519,Head-Gaze,0.4063242,1.343809,-0.4428406,1.828094,No
329.7222,11,2,2.5,Panel-7-Target-3,0.460022,1.250519,Head-Gaze,0.4343267,1.342381,0.460022,1.250519,No
333.7658,11,2,2.5,Panel-7-Target-4,-0.213562,2.143341,Head-Gaze,-0.1644841,2.152184,0.460022,1.250519,No
340.3628,11,2,2.5,Panel-7-Target-5,0.1513977,1.045776,Head-Gaze,0.1501212,1.056396,-0.213562,2.143341,No
348.301,11,2,2.5,Panel-7-Target-6,0.1462402,2.208221,Head-Gaze,0.1866119,2.235379,0.1513977,1.045776,No
350.9995,11,2,2.5,Panel-7-Target-7,-0.2087097,1.114105,Head-Gaze,-0.1226353,1.122788,0.1462402,2.208221,No
358.9768,11,2,2.5,Panel-7-Target-8,0.4575806,2.003265,Head-Gaze,0.4202783,1.895535,-0.2087097,1.114105,No
370.8053,11,2,2.5,Panel-7-Target-9,-0.4428406,1.423859,Head-Gaze,-0.4315456,1.393342,0.4575806,2.003265,No
373.6926,11,2,2.5,Panel-7-Target-1,0.582489,1.626312,Head-Gaze,-0.4559058,1.436943,-0.4428406,1.423859,No

6.007792,12,1,2.6,Panel-1-Target-1,0.5403748,1.646729,Eye-Gaze,0.548368,1.661628,0,0,No
9.499446,12,1,2.6,Panel-1-Target-2,-0.3537903,1.814087,Eye-Gaze,-0.344518,1.835552,0.5403748,1.646729,No
11.98258,12,1,2.6,Panel-1-Target-3,0.4385071,1.3349,Eye-Gaze,0.4350626,1.334178,-0.3537903,1.814087,No
12.46803,12,1,2.6,Panel-1-Target-4,-0.1441956,2.068604,Eye-Gaze,-0.161474,2.054259,0.4385071,1.3349,No
15.46825,12,1,2.6,Panel-1-Target-5,0.1668396,1.165222,Eye-Gaze,0.2092517,1.096372,-0.1441956,2.068604,No
18.74265,12,1,2.6,Panel-1-Target-6,0.1616821,2.123627,Eye-Gaze,0.1241449,2.150707,0.1668396,1.165222,No
28.33822,12,1,2.6,Panel-1-Target-7,-0.146637,1.217957,Eye-Gaze,-0.1834134,1.210908,0.1616821,2.123627,No
31.78855,12,1,2.6,Panel-1-Target-8,0.4370117,1.960846,Eye-Gaze,0.4546455,2.036584,-0.146637,1.217957,No
33.30688,12,1,2.6,Panel-1-Target-9,-0.3453064,1.481628,Eye-Gaze,-0.3607551,1.49273,0.4370117,1.960846,No
34.8555,12,1,2.6,Panel-1-Target-1,0.5403748,1.646729,Eye-Gaze,0.6265402,1.647582,-0.3453064,1.481628,No
36.13935,12,1,3.8,Panel-2-Target-1,0.6600037,1.646729,Eye-Gaze,0.6637143,1.632242,0.5403748,1.646729,No
38.23778,12,1,3.8,Panel-2-Target-2,-0.4997864,1.86911,Eye-Gaze,-0.5236189,1.885083,0.6600037,1.646729,No
56.56702,12,1,3.8,Panel-2-Target-3,0.5172729,1.229431,Eye-Gaze,0.5183799,1.213308,-0.4997864,1.86911,No
57.13666,12,1,3.8,Panel-2-Target-4,-0.2371826,2.213043,Eye-Gaze,-0.2095294,2.217556,0.5172729,1.229431,No
61.21881,12,1,3.8,Panel-2-Target-5,0.1668396,1.009308,Eye-Gaze,0.1678123,0.9931862,-0.2371826,2.213043,No
69.16999,12,1,3.8,Panel-2-Target-6,0.1616821,2.28183,Eye-Gaze,0.1298989,2.302879,0.1668396,1.009308,No
73.33556,12,1,3.8,Panel-2-Target-7,-0.2390137,1.084961,Eye-Gaze,-0.2545053,1.046516,0.1616821,2.28183,No
79.78883,12,1,3.8,Panel-2-Target-8,0.5248413,2.061707,Eye-Gaze,0.5183437,2.081345,-0.2390137,1.084961,No
80.24168,12,1,3.8,Panel-2-Target-9,-0.5009766,1.428894,Eye-Gaze,0.5056856,2.078554,0.5248413,2.061707,No
82.05327,12,1,3.8,Panel-2-Target-1,0.6600037,1.646729,Eye-Gaze,0.6643053,1.6451,-0.5009766,1.428894,No
90.5853,12,1,1.8,Panel-3-Target-1,0.4237671,1.651306,Eye-Gaze,0.4366994,1.65512,0.6600037,1.646729,No
95.53835,12,1,1.8,Panel-3-Target-2,-0.2926025,1.798035,Eye-Gaze,-0.2227868,1.826896,0.4237671,1.651306,No
97.20734,12,1,1.8,Panel-3-Target-3,0.3410034,1.37616,Eye-Gaze,0.3504736,1.392207,-0.2926025,1.798035,No
97.79046,12,1,1.8,Panel-3-Target-4,-0.1308899,2.018158,Eye-Gaze,-0.0716159,1.909798,0.3410034,1.37616,No
98.99017,12,1,1.8,Panel-3-Target-5,0.1241455,1.234009,Eye-Gaze,0.1297677,1.302934,-0.1308899,2.018158,No
101.7406,12,1,1.8,Panel-3-Target-6,0.1138306,2.07547,Eye-Gaze,0.09828541,2.161845,0.1241455,1.234009,No
108.5842,12,1,1.8,Panel-3-Target-7,-0.1411743,1.291321,Eye-Gaze,-0.09682466,1.383109,0.1138306,2.07547,No
113.6843,12,1,1.8,Panel-3-Target-8,0.3440247,1.926453,Eye-Gaze,0.3639069,1.974625,-0.1411743,1.291321,No
118.2256,12,1,1.8,Panel-3-Target-9,-0.2974548,1.511444,Eye-Gaze,-0.2663229,1.517608,0.3440247,1.926453,No
119.0982,12,1,1.8,Panel-3-Target-1,0.4237671,1.651306,Eye-Gaze,0.3994663,1.617733,-0.2974548,1.511444,No
120.8857,12,1,3.2,Panel-6-Target-1,0.602478,1.650604,Eye-Gaze,0.5871528,1.628452,0.4237671,1.651306,No
126.7775,12,1,3.2,Panel-6-Target-2,-0.4316406,1.859253,Eye-Gaze,-0.4196469,1.880929,0.602478,1.650604,No
138.7439,12,1,3.2,Panel-6-Target-3,0.4736328,1.270477,Eye-Gaze,0.4900715,1.245478,-0.4316406,1.859253,No
144.7637,12,1,3.2,Panel-6-Target-4,-0.1978149,2.165802,Eye-Gaze,-0.2535842,2.185083,0.4736328,1.270477,No
151.933,12,1,3.2,Panel-6-Target-5,0.1601868,1.072357,Eye-Gaze,0.1798095,1.07331,-0.1978149,2.165802,No
155.8396,12,1,3.2,Panel-6-Target-6,0.1616821,2.237335,Eye-Gaze,0.1918252,2.290637,0.1601868,1.072357,No
161.086,12,1,3.2,Panel-6-Target-7,-0.1954041,1.140472,Eye-Gaze,-0.1884358,1.118935,0.1616821,2.237335,No
170.8467,12,1,3.2,Panel-6-Target-8,0.4815063,2.037872,Eye-Gaze,0.5097921,2.062694,-0.1954041,1.140472,No
172.23,12,1,3.2,Panel-6-Target-9,-0.4361572,1.455048,Eye-Gaze,-0.4787608,1.457017,0.4815063,2.037872,No
177.2866,12,1,3.2,Panel-6-Target-1,0.602478,1.650604,Eye-Gaze,0.6455499,1.651268,-0.4361572,1.455048,No
178.0352,12,1,2.5,Panel-7-Target-1,0.582489,1.626312,Eye-Gaze,0.6030691,1.623495,0.602478,1.650604,No
180.3817,12,1,2.5,Panel-7-Target-2,-0.4428406,1.828094,Eye-Gaze,-0.3938336,1.931566,0.582489,1.626312,No
181.9437,12,1,2.5,Panel-7-Target-3,0.460022,1.250519,Eye-Gaze,0.4101587,1.296772,-0.4428406,1.828094,No
191.2366,12,1,2.5,Panel-7-Target-4,-0.213562,2.143341,Eye-Gaze,-0.19402,2.148473,0.460022,1.250519,No
193.7856,12,1,2.5,Panel-7-Target-5,0.1513977,1.045776,Eye-Gaze,0.1344189,1.063269,-0.213562,2.143341,No
195.9186,12,1,2.5,Panel-7-Target-6,0.1462402,2.208221,Eye-Gaze,0.2339901,1.116628,0.1513977,1.045776,No
199.8407,12,1,2.5,Panel-7-Target-7,-0.2087097,1.114105,Eye-Gaze,-0.1981447,1.116104,0.1462402,2.208221,No
201.4378,12,1,2.5,Panel-7-Target-7,-0.2087097,1.114105,Eye-Gaze,-0.2811665,1.120868,-0.2087097,1.114105,No
205.9317,12,1,2.5,Panel-7-Target-8,0.4575806,2.003265,Eye-Gaze,0.5021679,2.022512,-0.2087097,1.114105,No
218.8355,12,1,2.5,Panel-7-Target-9,-0.4428406,1.423859,Eye-Gaze,-0.4167573,1.415975,0.4575806,2.003265,No
220.7948,12,1,2.5,Panel-7-Target-1,0.582489,1.626312,Eye-Gaze,0.6018503,1.64163,-0.4428406,1.423859,No
224.1616,12,1,1.4,Panel-8-Target-1,0.3586731,1.633179,Eye-Gaze,0.3470475,1.705192,0.582489,1.626312,No
231.8884,12,1,1.4,Panel-8-Target-2,-0.2387085,1.770538,Eye-Gaze,-0.1877904,1.813061,0.3586731,1.633179,No
243.2826,12,1,1.4,Panel-8-Target-3,0.2810364,1.403687,Eye-Gaze,0.2913559,1.383893,-0.2387085,1.770538,No
249.8863,12,1,1.4,Panel-8-Target-4,-0.1048279,1.970001,Eye-Gaze,-0.1244256,1.962783,0.2810364,1.403687,No
257.1119,12,1,1.4,Panel-8-Target-5,0.09292603,1.270691,Eye-Gaze,0.003095865,1.388432,-0.1048279,1.970001,No
257.9944,12,1,1.4,Panel-8-Target-6,0.1011047,2.025024,Eye-Gaze,0.06100946,2.049051,0.09292603,1.270691,No
260.8635,12,1,1.4,Panel-8-Target-7,-0.1011963,1.305084,Eye-Gaze,-0.120483,1.491655,0.1011047,2.025024,No
262.0425,12,1,1.4,Panel-8-Target-7,-0.1011963,1.305084,Eye-Gaze,-0.1271834,1.46041,-0.1011963,1.305084,No
265.7881,12,1,1.4,Panel-8-Target-8,0.285553,1.901215,Eye-Gaze,0.2225739,1.936903,-0.1011963,1.305084,No
268.7871,12,1,1.4,Panel-8-Target-9,-0.2272034,1.504578,Eye-Gaze,-0.2121964,1.650819,0.285553,1.901215,No
275.2654,12,1,1.4,Panel-8-Target-1,0.3586731,1.633179,Eye-Gaze,0.3731104,1.719149,-0.2272034,1.504578,No
278.8567,12,1,3.1,Panel-9-Target-1,0.5222168,1.648773,Eye-Gaze,0.4730603,1.675649,0.3586731,1.633179,No
291.3593,12,1,3.1,Panel-9-Target-2,-0.3783264,1.82901,Eye-Gaze,-0.3773389,1.825107,0.5222168,1.648773,No
295.1928,12,1,3.1,Panel-9-Target-3,0.4161072,1.294525,Eye-Gaze,0.4130798,1.309401,-0.3783264,1.82901,No
308.6257,12,1,3.1,Panel-9-Target-4,-0.1756897,2.111481,Eye-Gaze,-0.1571476,2.128805,0.4161072,1.294525,No
309.0261,12,1,3.1,Panel-9-Target-5,0.1359558,1.112274,Eye-Gaze,-0.1549507,2.126888,-0.1756897,2.111481,No
310.1851,12,1,3.1,Panel-9-Target-6,0.1377563,2.173828,Eye-Gaze,0.1434083,2.155134,0.1359558,1.112274,No
312.8878,12,1,3.1,Panel-9-Target-7,-0.1720581,1.168884,Eye-Gaze,-0.1682831,1.13892,0.1377563,2.173828,No
316.2365,12,1,3.1,Panel-9-Target-8,0.4212341,1.991791,Eye-Gaze,0.4088476,2.013564,-0.1720581,1.168884,No
325.0313,12,1,3.1,Panel-9-Target-9,-0.3777161,1.466034,Eye-Gaze,-0.3857383,1.465482,0.4212341,1.991791,No
327.59,12,1,3.1,Panel-9-Target-1,0.5222168,1.648773,Eye-Gaze,0.5574841,1.688874,-0.3777161,1.466034,No
329.5876,12,1,1.2,Panel-5-Target-1,0.3756104,1.577484,Eye-Gaze,0.4949376,1.820376,0.5222168,1.648773,No
330.586,12,1,1.2,Panel-5-Target-2,-0.2362671,1.719391,Eye-Gaze,-0.1559056,1.718455,0.3756104,1.577484,No
332.703,12,1,1.2,Panel-5-Target-3,0.3034363,1.3349,Eye-Gaze,0.35108,1.524151,-0.2362671,1.719391,No
338.1022,12,1,1.2,Panel-5-Target-4,-0.08847046,1.918884,Eye-Gaze,-0.1069795,1.991524,0.3034363,1.3349,No
342.0401,12,1,1.2,Panel-5-Target-5,0.1159668,1.213837,Eye-Gaze,0.1316667,1.278509,-0.08847046,1.918884,No
351.739,12,1,1.2,Panel-5-Target-6,0.1213989,1.974823,Eye-Gaze,0.08369545,2.085207,0.1159668,1.213837,No
355.0342,12,1,1.2,Panel-5-Target-7,-0.08242798,1.264496,Eye-Gaze,-0.05183204,1.530053,0.1213989,1.974823,No
361.197,12,1,1.2,Panel-5-Target-8,0.3140259,1.831757,Eye-Gaze,0.3135272,2.038101,-0.08242798,1.264496,No
364.0388,12,1,1.2,Panel-5-Target-9,-0.2323303,1.448608,Eye-Gaze,-0.1420897,1.606676,0.3140259,1.831757,No
368.5375,12,1,1.2,Panel-5-Target-1,0.3756104,1.577484,Eye-Gaze,0.3487663,1.828736,-0.2323303,1.448608,No
5.643404,12,2,2.6,Panel-1-Target-1,0.5403748,1.646729,Eye-Gaze,0.4615178,1.662442,0,0,No
8.19685,12,2,2.6,Panel-1-Target-2,-0.3537903,1.814087,Eye-Gaze,-0.3239842,1.834158,0.5403748,1.646729,No
9.079378,12,2,2.6,Panel-1-Target-3,0.4385071,1.3349,Eye-Gaze,0.5164256,1.331704,-0.3537903,1.814087,No
10.7117,12,2,2.6,Panel-1-Target-4,-0.1441956,2.068604,Eye-Gaze,-0.1620077,2.08652,0.4385071,1.3349,No
27.51388,12,2,2.6,Panel-1-Target-5,0.1668396,1.165222,Eye-Gaze,0.1645976,1.143638,-0.1441956,2.068604,No
29.34782,12,2,2.6,Panel-1-Target-6,0.1616821,2.123627,Eye-Gaze,0.1348884,2.077438,0.1668396,1.165222,No
34.71927,12,2,2.6,Panel-1-Target-7,-0.146637,1.217957,Eye-Gaze,-0.1650571,1.211439,0.1616821,2.123627,No
37.7487,12,2,2.6,Panel-1-Target-8,0.4370117,1.960846,Eye-Gaze,0.4644043,2.035917,-0.146637,1.217957,No
56.00016,12,2,2.6,Panel-1-Target-9,-0.3453064,1.481628,Eye-Gaze,-0.3345222,1.499064,0.4370117,1.960846,No
98.14493,12,2,2.6,Panel-1-Target-1,0.5403748,1.646729,Eye-Gaze,0.5185593,1.684042,-0.3453064,1.481628,No
113.1891,12,2,1.2,Panel-5-Target-1,0.3756104,1.577484,Eye-Gaze,0.3000545,1.758735,0.5403748,1.646729,No
120.2302,12,2,1.2,Panel-5-Target-2,-0.2362671,1.719391,Eye-Gaze,-0.1773745,1.757936,0.3756104,1.577484,No
136.3031,12,2,1.2,Panel-5-Target-3,0.3034363,1.3349,Eye-Gaze,0.2395805,1.517303,-0.2362671,1.719391,No
142.1479,12,2,1.2,Panel-5-Target-4,-0.08847046,1.918884,Eye-Gaze,-0.09023059,2.049495,0.3034363,1.3349,No
143.336,12,2,1.2,Panel-5-Target-5,0.1159668,1.213837,Eye-Gaze,0.00478363,1.301737,-0.08847046,1.918884,No
146.537,12,2,1.2,Panel-5-Target-6,0.1213989,1.974823,Eye-Gaze,0.1401996,2.149839,0.1159668,1.213837,No
149.004,12,2,1.2,Panel-5-Target-7,-0.08242798,1.264496,Eye-Gaze,-0.06231621,1.463285,0.1213989,1.974823,No
149.7735,12,2,1.2,Panel-5-Target-8,0.3140259,1.831757,Eye-Gaze,0.2905323,1.990778,-0.08242798,1.264496,No
153.4058,12,2,1.2,Panel-5-Target-9,-0.2323303,1.448608,Eye-Gaze,-0.1129309,1.640596,0.3140259,1.831757,No
156.4955,12,2,1.2,Panel-5-Target-1,0.3756104,1.577484,Eye-Gaze,0.419282,1.611276,-0.2323303,1.448608,No
160.2466,12,2,1.4,Panel-8-Target-1,0.3586731,1.633179,Eye-Gaze,0.3257874,1.629231,0.3756104,1.577484,No
161.1487,12,2,1.4,Panel-8-Target-2,-0.2387085,1.770538,Eye-Gaze,-0.1795984,1.765341,0.3586731,1.633179,No
162.0459,12,2,1.4,Panel-8-Target-3,0.2810364,1.403687,Eye-Gaze,-0.30748,1.82256,-0.2387085,1.770538,No
166.2795,12,2,1.4,Panel-8-Target-4,-0.1048279,1.970001,Eye-Gaze,0.01888368,1.985309,0.2810364,1.403687,No
167.6111,12,2,1.4,Panel-8-Target-5,0.09292603,1.270691,Eye-Gaze,0.1399916,1.329544,-0.1048279,1.970001,No
168.6773,12,2,1.4,Panel-8-Target-6,0.1011047,2.025024,Eye-Gaze,0.08922833,1.325441,0.09292603,1.270691,No
169.577,12,2,1.4,Panel-8-Target-7,-0.1011963,1.305084,Eye-Gaze,-0.1306615,1.314234,0.1011047,2.025024,No
170.4445,12,2,1.4,Panel-8-Target-8,0.285553,1.901215,Eye-Gaze,-0.1022066,1.435946,-0.1011963,1.305084,No
172.0105,12,2,1.4,Panel-8-Target-9,-0.2272034,1.504578,Eye-Gaze,-0.1087871,1.629121,0.285553,1.901215,No
174.2399,12,2,1.4,Panel-8-Target-1,0.3586731,1.633179,Eye-Gaze,0.3361806,1.726356,-0.2272034,1.504578,No
177.3716,12,2,3.1,Panel-9-Target-1,0.5222168,1.648773,Eye-Gaze,0.5371996,1.649494,0.3586731,1.633179,No
178.2044,12,2,3.1,Panel-9-Target-2,-0.3783264,1.82901,Eye-Gaze,0.5336992,1.65028,0.5222168,1.648773,No
183.541,12,2,3.1,Panel-9-Target-3,0.4161072,1.294525,Eye-Gaze,0.4109347,1.279831,-0.3783264,1.82901,No
185.4738,12,2,3.1,Panel-9-Target-4,-0.1756897,2.111481,Eye-Gaze,-0.2169872,2.148469,0.4161072,1.294525,No
187.1445,12,2,3.1,Panel-9-Target-5,0.1359558,1.112274,Eye-Gaze,0.1553053,1.13889,-0.1756897,2.111481,No
188.774,12,2,3.1,Panel-9-Target-6,0.1377563,2.173828,Eye-Gaze,0.1351173,2.212669,0.1359558,1.112274,No
189.5727,12,2,3.1,Panel-9-Target-7,-0.1720581,1.168884,Eye-Gaze,0.1515516,2.181058,0.1377563,2.173828,No
190.4387,12,2,3.1,Panel-9-Target-8,0.4212341,1.991791,Eye-Gaze,-0.1882755,1.1248,-0.1720581,1.168884,No
191.3391,12,2,3.1,Panel-9-Target-9,-0.3777161,1.466034,Eye-Gaze,0.3938281,1.997632,0.4212341,1.991791,No
192.3761,12,2,3.1,Panel-9-Target-1,0.5222168,1.648773,Eye-Gaze,0.5663122,1.648422,-0.3777161,1.466034,No
192.4411,12,2,1.8,Panel-3-Target-1,0.4237671,1.651306,Eye-Gaze,0.5452511,1.646795,0.5222168,1.648773,No
193.739,12,2,1.8,Panel-3-Target-2,-0.2926025,1.798035,Eye-Gaze,-0.1749506,1.810052,0.4237671,1.651306,No
194.5717,12,2,1.8,Panel-3-Target-2,-0.2926025,1.798035,Eye-Gaze,-0.1833704,1.797724,-0.2926025,1.798035,No
195.9732,12,2,1.8,Panel-3-Target-3,0.3410034,1.37616,Eye-Gaze,0.3052469,1.470042,-0.2926025,1.798035,No
196.6721,12,2,1.8,Panel-3-Target-4,-0.1308899,2.018158,Eye-Gaze,0.3137225,1.452828,0.3410034,1.37616,No
198.0733,12,2,1.8,Panel-3-Target-4,-0.1308899,2.018158,Eye-Gaze,-0.01978953,2.045496,-0.1308899,2.018158,No
199.0057,12,2,1.8,Panel-3-Target-5,0.1241455,1.234009,Eye-Gaze,-0.05553244,1.948065,-0.1308899,2.018158,No
199.7402,12,2,1.8,Panel-3-Target-6,0.1138306,2.07547,Eye-Gaze,0.09569167,2.079049,0.1241455,1.234009,No
201.0773,12,2,1.8,Panel-3-Target-7,-0.1411743,1.291321,Eye-Gaze,-0.1506491,1.4338,0.1138306,2.07547,No
201.841,12,2,1.8,Panel-3-Target-8,0.3440247,1.926453,Eye-Gaze,0.3611251,1.856397,-0.1411743,1.291321,No
202.6754,12,2,1.8,Panel-3-Target-9,-0.2974548,1.511444,Eye-Gaze,0.3082801,1.979526,0.3440247,1.926453,No
204.0591,12,2,1.8,Panel-3-Target-1,0.4237671,1.651306,Eye-Gaze,0.3860863,1.694009,-0.2974548,1.511444,No
204.8264,12,2,2.5,Panel-7-Target-1,0.582489,1.626312,Eye-Gaze,0.5704659,1.658492,0.4237671,1.651306,No
206.353,12,2,2.5,Panel-7-Target-1,0.582489,1.626312,Eye-Gaze,0.6092719,1.7068,0.582489,1.626312,No
206.4192,12,2,3.2,Panel-6-Target-1,0.602478,1.650604,Eye-Gaze,0.6092719,1.7068,0.582489,1.626312,No
209.9529,12,2,3.2,Panel-6-Target-2,-0.4316406,1.859253,Eye-Gaze,-0.4025111,1.887754,0.602478,1.650604,No
213.7031,12,2,3.2,Panel-6-Target-3,0.4736328,1.270477,Eye-Gaze,0.4312421,1.222276,-0.4316406,1.859253,No
215.0408,12,2,3.2,Panel-6-Target-4,-0.1978149,2.165802,Eye-Gaze,-0.1979939,2.166334,0.4736328,1.270477,No
220.2523,12,2,3.2,Panel-6-Target-5,0.1601868,1.072357,Eye-Gaze,0.1358459,1.091763,-0.1978149,2.165802,No
223.4547,12,2,3.2,Panel-6-Target-6,0.1616821,2.237335,Eye-Gaze,0.1537191,2.273945,0.1601868,1.072357,No
225.0924,12,2,3.2,Panel-6-Target-7,-0.1954041,1.140472,Eye-Gaze,-0.149258,1.158323,0.1616821,2.237335,No
225.8016,12,2,3.2,Panel-6-Target-8,0.4815063,2.037872,Eye-Gaze,-0.1539759,1.117244,-0.1954041,1.140472,No
228.834,12,2,3.2,Panel-6-Target-9,-0.4361572,1.455048,Eye-Gaze,-0.4141156,1.485095,0.4815063,2.037872,No
233.6586,12,2,3.2,Panel-6-Target-1,0.602478,1.650604,Eye-Gaze,0.6283863,1.596591,-0.4361572,1.455048,No
233.721,12,2,3.8,Panel-2-Target-1,0.6600037,1.646729,Eye-Gaze,0.6283863,1.596591,0.602478,1.650604,No
235.8852,12,2,3.8,Panel-2-Target-2,-0.4997864,1.86911,Eye-Gaze,-0.5016882,1.872317,0.6600037,1.646729,No
